"f1","f2","label"
7.18,28.88,"nope"
7.93,27.05,"nope"
8.08,30.92,"nope"
7.66,27.72,"nope"
6.52,26.40,"nope"
6.92,29.41,"nope"
6.27,27.99,"nope"
7.47,27.12,"nope"
7.74,27.19,"nope"
6.54,28.55,"nope"
7.10,27.57,"nope"
7.88,27.15,"nope"
7.20,29.39,"nope"
6.37,29.24,"nope"
6.52,27.60,"nope"
7.09,25.58,"nope"
6.98,29.05,"nope"
7.51,28.23,"nope"
6.67,26.59,"nope"
8.98,27.46,"nope"
6.57,28.75,"nope"
7.06,27.50,"nope"
7.45,26.84,"nope"
7.32,28.27,"nope"
6.18,26.91,"nope"
8.55,28.42,"nope"
8.24,29.41,"nope"
12.81,31.61,"nope"
9.96,31.60,"nope"
7.79,24.98,"nope"
107.56,33.47,"suck"
141.83,31.03,"suck"
110.45,32.16,"suck"
108.74,31.50,"suck"
148.61,33.20,"suck"
107.74,34.89,"suck"
124.72,35.24,"suck"
132.19,34.83,"suck"
138.87,32.68,"suck"
151.73,35.00,"suck"
149.20,30.71,"suck"
139.92,34.24,"suck"
8.81,27.18,"nope"
9.42,26.85,"nope"
7.98,29.87,"nope"
15.27,30.12,"suck"
167.04,29.72,"suck"
280.41,30.93,"suck"
386.43,29.37,"suck"
308.02,28.76,"suck"
400.39,30.15,"suck"
349.50,32.50,"suck"
379.25,30.15,"suck"
410.94,34.78,"suck"
398.02,33.40,"suck"
343.59,33.26,"suck"
7.75,25.93,"nope"
12.04,16.13,"nope"
7.37,29.18,"nope"
7.96,24.68,"nope"
7.07,27.95,"nope"
6.51,27.44,"nope"
6.42,28.46,"nope"
7.57,27.73,"nope"
7.10,26.53,"nope"
6.68,24.63,"nope"
6.60,27.86,"nope"
8.81,28.72,"nope"
6.81,27.70,"nope"
7.77,28.65,"nope"
8.44,28.80,"nope"
10.72,26.18,"nope"
14.26,19.77,"nope"
14.89,19.01,"nope"
18.87,17.15,"nope"
14.84,18.63,"nope"
7.43,25.19,"nope"
9.81,22.89,"nope"
9.97,20.09,"nope"
9.53,22.33,"nope"
8.35,26.42,"nope"
6.83,26.34,"nope"
8.86,25.57,"nope"
6.62,26.86,"nope"
7.18,29.13,"nope"
7.21,30.96,"nope"
7.67,28.08,"nope"
7.95,24.62,"nope"
9.36,26.82,"nope"
8.06,24.15,"nope"
6.76,25.24,"nope"
5.96,29.06,"nope"
7.59,27.89,"nope"
7.77,26.69,"nope"
6.94,26.73,"nope"
7.44,25.86,"nope"
9.29,29.83,"suck"
56.79,29.02,"suck"
100.86,29.83,"suck"
124.17,28.45,"suck"
99.16,29.90,"suck"
124.32,31.53,"suck"
126.15,27.88,"suck"
132.83,31.43,"suck"
107.66,31.65,"suck"
98.55,29.41,"suck"
101.39,30.27,"suck"
78.45,25.24,"suck"
77.38,29.31,"suck"
77.86,29.54,"suck"
88.66,29.28,"suck"
83.67,30.51,"suck"
74.85,28.44,"suck"
91.61,30.56,"suck"
111.40,30.85,"suck"
97.74,29.73,"suck"
116.71,31.68,"suck"
130.80,30.03,"suck"
135.65,30.76,"suck"
138.59,32.69,"suck"
422.39,31.95,"suck"
277.91,32.78,"suck"
220.80,32.96,"suck"
200.60,31.97,"suck"
265.54,33.46,"suck"
393.09,32.87,"suck"
355.38,32.41,"suck"
201.23,32.93,"suck"
6.89,26.25,"nope"
7.87,28.23,"nope"
7.55,28.52,"nope"
7.75,27.09,"nope"
13.47,26.83,"nope"
6.91,26.04,"nope"
7.50,28.53,"nope"
6.44,27.42,"nope"
7.56,28.01,"nope"
7.31,26.04,"nope"
8.31,28.36,"nope"
7.03,29.67,"nope"
8.65,25.79,"nope"
6.91,25.05,"nope"
7.26,28.08,"nope"
6.70,27.18,"nope"
6.33,25.79,"nope"
6.65,29.57,"nope"
6.61,27.52,"nope"
7.15,24.67,"nope"
7.08,26.16,"nope"
6.90,27.01,"nope"
6.06,27.06,"nope"
7.65,30.31,"nope"
8.52,29.17,"nope"
7.13,29.15,"nope"
8.20,25.84,"nope"
6.17,26.01,"nope"
7.58,29.55,"nope"
7.72,25.65,"nope"
7.64,29.98,"nope"
6.99,27.06,"nope"
7.67,30.42,"nope"
7.47,24.93,"nope"
14.05,14.83,"nope"
11.75,22.81,"nope"
17.43,18.97,"nope"
14.58,21.86,"nope"
29.69,13.64,"nope"
11.44,20.15,"nope"
15.90,16.95,"nope"
13.89,17.99,"nope"
13.71,16.76,"nope"
17.17,19.38,"nope"
12.17,14.88,"nope"
13.45,18.07,"nope"
15.91,15.63,"nope"
28.13,10.23,"nope"
11.89,17.77,"nope"
48.99,7.66,"nope"
16.87,16.00,"nope"
35.26,11.38,"nope"
22.00,12.91,"nope"
18.10,15.69,"nope"
20.74,15.66,"nope"
18.65,16.45,"nope"
38.63,10.25,"nope"
25.10,13.92,"nope"
22.17,13.86,"nope"
16.44,21.39,"nope"
22.69,12.17,"nope"
28.34,14.70,"nope"
23.05,13.44,"nope"
45.59,9.74,"nope"
18.69,16.24,"nope"
15.11,17.57,"nope"
17.67,16.91,"nope"
26.45,11.83,"nope"
28.40,12.42,"nope"
31.49,10.21,"nope"
18.58,16.52,"nope"
22.02,13.29,"nope"
23.73,15.28,"nope"
23.75,16.02,"nope"
14.78,15.51,"nope"
14.14,18.45,"nope"
12.11,18.15,"nope"
14.40,19.52,"nope"
14.13,16.07,"nope"
11.03,22.47,"nope"
14.75,16.93,"nope"
14.27,16.82,"nope"
13.57,19.63,"nope"
17.08,15.33,"nope"
26.57,11.45,"nope"
20.58,12.45,"nope"
13.70,16.54,"nope"
23.50,12.77,"nope"
20.12,13.85,"nope"
41.97,8.86,"nope"
37.66,8.16,"nope"
22.02,11.04,"nope"
48.79,8.98,"nope"
57.19,8.33,"nope"
38.93,9.23,"nope"
41.20,9.77,"nope"
47.30,8.78,"nope"
59.52,7.90,"nope"
33.95,10.13,"nope"
55.72,8.02,"nope"
59.42,9.63,"nope"
28.96,12.72,"nope"
27.99,12.50,"nope"
24.15,16.44,"nope"
32.19,14.21,"nope"
20.34,20.65,"nope"
28.74,13.20,"nope"
40.87,11.52,"nope"
34.36,11.27,"nope"
18.74,13.52,"nope"
55.43,30.79,"suck"
175.97,32.10,"suck"
142.61,33.90,"suck"
109.21,31.39,"suck"
111.82,34.69,"suck"
91.27,32.19,"suck"
112.44,32.39,"suck"
134.12,31.62,"suck"
164.74,38.42,"suck"
146.95,36.99,"suck"
106.36,30.83,"suck"
106.40,33.55,"suck"
178.24,34.04,"suck"
194.80,35.80,"suck"
292.23,35.49,"suck"
520.68,36.32,"suck"
496.58,37.94,"suck"
843.46,39.62,"suck"
922.02,40.19,"suck"
877.65,38.38,"suck"
693.35,35.43,"suck"
48.80,9.43,"nope"
36.32,9.70,"nope"
54.41,9.74,"nope"
46.64,11.78,"nope"
28.24,12.19,"nope"
18.40,14.82,"nope"
20.56,14.19,"nope"
15.75,17.57,"nope"
26.11,10.58,"nope"
39.71,9.08,"nope"
31.82,11.44,"nope"
20.38,14.21,"nope"
21.28,12.70,"nope"
14.97,16.27,"nope"
23.07,12.58,"nope"
16.78,16.07,"nope"
21.24,22.34,"nope"
31.76,17.21,"nope"
23.22,17.79,"nope"
19.54,25.01,"nope"
16.70,19.16,"nope"
20.27,18.11,"nope"
25.76,13.66,"nope"
33.97,20.29,"nope"
200.37,31.44,"suck"
303.33,34.53,"suck"
446.73,30.69,"suck"
597.58,31.80,"suck"
622.23,36.59,"suck"
439.36,34.27,"suck"
491.48,36.22,"suck"
652.19,35.36,"suck"
553.13,34.38,"suck"
591.12,36.57,"suck"
530.34,35.05,"suck"
367.20,37.46,"suck"
45.37,12.84,"nope"
46.88,12.75,"nope"
44.17,9.57,"nope"
35.62,9.91,"nope"
24.57,17.27,"nope"
18.57,23.65,"nope"
23.23,15.05,"nope"
44.52,9.51,"nope"
22.19,15.73,"nope"
32.30,12.14,"nope"
33.05,11.84,"nope"
30.98,12.35,"nope"
34.12,12.69,"nope"
29.34,11.48,"nope"
26.16,13.89,"nope"
20.02,15.84,"nope"
22.81,12.06,"nope"
19.37,22.93,"nope"
22.18,16.46,"nope"
22.33,16.76,"nope"
19.71,19.92,"nope"
20.97,24.23,"nope"
31.37,15.08,"nope"
15.20,20.22,"nope"
29.60,12.15,"nope"
14.52,20.44,"nope"
39.48,9.05,"nope"
22.68,13.18,"nope"
24.48,15.07,"nope"
21.89,12.32,"nope"
18.91,13.47,"nope"
26.46,15.01,"nope"
17.45,15.65,"nope"
20.36,14.50,"nope"
29.93,10.29,"nope"
16.69,19.70,"nope"
20.10,16.17,"nope"
146.86,29.02,"suck"
181.77,28.31,"suck"
309.21,33.17,"suck"
307.61,30.92,"suck"
336.99,32.31,"suck"
298.20,31.68,"suck"
285.50,30.98,"suck"
318.27,33.02,"suck"
273.35,34.39,"suck"
195.43,33.11,"suck"
246.48,34.86,"suck"
296.29,31.94,"suck"
244.81,32.38,"suck"
253.85,32.94,"suck"
194.85,34.31,"suck"
234.83,33.36,"suck"
210.40,34.34,"suck"
229.73,33.36,"suck"
241.55,32.69,"suck"
256.21,33.86,"suck"
247.15,34.18,"suck"
305.97,32.44,"suck"
270.96,31.49,"suck"
352.29,35.81,"suck"
403.15,31.81,"suck"
557.63,31.46,"suck"
483.15,30.50,"suck"
559.41,32.33,"suck"
548.37,30.83,"suck"
62.58,10.44,"nope"
28.50,12.73,"nope"
52.45,7.35,"nope"
41.77,9.96,"nope"
48.22,9.43,"nope"
63.18,7.38,"nope"
27.70,11.16,"nope"
23.75,12.10,"nope"
23.51,15.64,"nope"
20.25,17.37,"nope"
17.04,20.20,"nope"
32.29,11.90,"nope"
54.37,10.56,"nope"
31.31,13.82,"nope"
39.43,9.90,"nope"
32.79,11.24,"nope"
25.56,14.31,"nope"
17.28,17.83,"nope"
12.85,18.13,"nope"
24.58,16.31,"nope"
18.46,16.02,"nope"
12.89,21.68,"nope"
18.76,18.72,"nope"
18.80,22.88,"nope"
17.15,19.55,"nope"
31.80,18.26,"nope"
14.43,22.74,"nope"
19.92,23.24,"nope"
19.91,21.73,"nope"
17.75,19.51,"nope"
25.59,17.33,"nope"
18.87,18.78,"nope"
19.20,20.36,"nope"
19.27,22.81,"nope"
24.53,16.60,"nope"
17.81,19.45,"nope"
17.31,20.74,"nope"
37.29,15.02,"nope"
22.50,20.06,"nope"
22.57,20.74,"nope"
24.10,18.70,"nope"
53.32,9.31,"nope"
78.23,9.14,"nope"
63.62,9.92,"nope"
41.68,11.39,"nope"
49.46,10.17,"nope"
36.15,16.84,"nope"
32.60,15.88,"nope"
30.45,19.61,"nope"
21.72,20.83,"nope"
21.03,26.78,"nope"
16.29,23.83,"nope"
20.67,20.54,"nope"
22.65,24.08,"suck"
70.29,30.53,"suck"
124.19,28.01,"suck"
146.95,30.99,"suck"
157.92,29.34,"suck"
115.67,29.40,"suck"
119.58,28.28,"suck"
116.22,32.42,"suck"
177.67,31.50,"suck"
161.04,32.35,"suck"
153.84,26.88,"suck"
154.69,31.29,"suck"
138.57,32.82,"suck"
115.03,34.20,"suck"
152.02,30.45,"suck"
132.15,33.52,"suck"
137.55,31.49,"suck"
102.72,34.13,"suck"
94.91,33.79,"suck"
97.49,31.21,"suck"
83.32,29.43,"suck"
118.84,24.61,"suck"
116.03,26.83,"suck"
117.97,26.55,"suck"
113.87,27.48,"suck"
125.51,25.97,"suck"
132.91,24.86,"suck"
162.08,28.42,"suck"
126.06,34.26,"suck"
131.44,35.94,"suck"
110.68,38.43,"suck"
80.15,34.58,"suck"
102.79,33.44,"suck"
110.70,32.97,"suck"
110.98,33.16,"suck"
160.78,35.34,"suck"
146.67,34.97,"suck"
159.36,35.93,"suck"
139.71,34.15,"suck"
120.57,38.51,"suck"
182.42,36.21,"suck"
118.21,33.38,"suck"
131.02,32.77,"suck"
99.56,34.36,"suck"
85.80,31.86,"suck"
73.74,31.16,"suck"
107.94,31.23,"suck"
26.73,20.86,"nope"
23.14,19.62,"nope"
18.52,21.38,"nope"
19.44,15.63,"nope"
17.91,18.22,"nope"
21.02,19.88,"nope"
18.42,19.01,"nope"
22.35,17.09,"nope"
27.47,17.47,"nope"
27.46,16.47,"nope"
26.44,16.90,"nope"
30.66,17.49,"nope"
48.99,11.81,"nope"
40.72,12.79,"nope"
23.25,16.73,"nope"
50.79,11.00,"nope"
24.67,16.94,"nope"
26.95,18.47,"nope"
26.74,19.04,"nope"
28.85,19.66,"nope"
21.31,20.09,"nope"
20.35,22.71,"nope"
22.18,20.75,"nope"
23.55,22.61,"nope"
21.70,23.31,"nope"
21.75,18.91,"nope"
22.08,20.84,"nope"
24.23,19.24,"nope"
25.12,20.60,"nope"
24.97,20.10,"nope"
23.71,18.65,"nope"
24.76,26.89,"nope"
21.75,21.73,"nope"
20.12,19.82,"nope"
25.46,23.29,"nope"
21.79,21.53,"nope"
17.49,22.53,"nope"
22.15,22.65,"nope"
21.10,22.65,"nope"
22.03,26.15,"nope"
22.44,22.15,"nope"
24.70,22.55,"nope"
30.47,14.87,"nope"
44.86,15.17,"nope"
38.24,18.29,"nope"
34.34,18.13,"nope"
54.02,10.89,"nope"
58.42,9.95,"nope"
38.26,13.12,"nope"
46.61,12.56,"nope"
47.21,12.55,"nope"
56.70,11.38,"nope"
55.71,10.95,"nope"
55.05,10.86,"nope"
38.10,12.02,"nope"
28.96,15.88,"nope"
37.09,13.80,"nope"
28.64,13.74,"nope"
27.65,16.01,"nope"
22.58,18.81,"nope"
26.05,17.02,"nope"
35.23,15.07,"nope"
29.47,16.63,"nope"
44.71,24.14,"suck"
113.24,27.70,"suck"
168.43,28.82,"suck"
229.07,29.04,"suck"
306.95,32.14,"suck"
263.82,31.69,"suck"
315.75,32.07,"suck"
371.27,34.15,"suck"
297.03,31.98,"suck"
274.13,33.10,"suck"
45.38,18.40,"nope"
25.32,13.35,"nope"
26.76,14.20,"nope"
18.94,17.27,"nope"
29.16,12.74,"nope"
32.71,12.13,"nope"
23.97,16.36,"nope"
22.71,15.39,"nope"
18.55,16.95,"nope"
23.44,14.87,"nope"
25.38,15.64,"nope"
203.49,26.15,"suck"
323.27,28.22,"suck"
278.72,29.14,"suck"
331.91,29.78,"suck"
408.04,31.59,"suck"
345.98,32.47,"suck"
380.48,33.47,"suck"
390.61,32.88,"suck"
351.23,33.40,"suck"
385.19,29.79,"suck"
394.73,31.42,"suck"
38.41,25.46,"suck"
26.07,17.94,"nope"
37.53,12.35,"nope"
32.42,11.61,"nope"
24.93,14.74,"nope"
26.45,12.69,"nope"
30.02,12.63,"nope"
29.89,13.49,"nope"
36.15,11.21,"nope"
36.09,12.68,"nope"
32.33,12.56,"nope"
27.62,13.79,"nope"
25.01,13.75,"nope"
31.98,12.46,"nope"
43.08,10.70,"nope"
56.39,8.39,"nope"
36.88,10.67,"nope"
43.96,9.06,"nope"
33.13,11.73,"nope"
28.97,14.36,"nope"
30.18,13.80,"nope"
57.09,7.77,"nope"
40.53,10.31,"nope"
47.03,9.44,"nope"
59.86,7.59,"nope"
33.37,11.33,"nope"
55.34,9.22,"nope"
27.33,13.06,"nope"
32.99,12.90,"nope"
42.52,9.98,"nope"
24.31,14.14,"nope"
25.24,19.78,"nope"
30.65,14.79,"nope"
26.58,18.04,"nope"
47.03,11.48,"nope"
28.11,13.03,"nope"
25.77,15.58,"nope"
51.19,9.44,"nope"
26.18,16.16,"nope"
19.46,20.03,"nope"
26.91,15.90,"nope"
23.67,15.94,"nope"
24.74,18.29,"nope"
25.26,16.39,"nope"
24.89,14.52,"nope"
30.90,13.71,"nope"
22.24,15.84,"nope"
26.32,16.04,"nope"
24.27,14.45,"nope"
26.12,15.82,"nope"
25.93,18.22,"nope"
20.37,18.06,"nope"
30.89,12.78,"nope"
24.79,16.34,"nope"
18.31,20.88,"nope"
16.97,21.69,"nope"
34.59,14.84,"nope"
29.01,14.78,"nope"
24.20,16.19,"nope"
43.49,10.21,"nope"
37.36,12.46,"nope"
30.15,15.77,"nope"
36.34,13.27,"nope"
25.91,14.15,"nope"
33.20,11.12,"nope"
21.08,15.61,"nope"
33.08,10.58,"nope"
30.17,11.19,"suck"
42.43,22.62,"suck"
67.72,29.13,"suck"
124.42,24.05,"suck"
127.23,29.44,"suck"
161.34,30.08,"suck"
125.84,29.21,"suck"
201.72,29.54,"suck"
145.31,32.08,"suck"
134.42,27.38,"suck"
136.08,28.42,"suck"
109.64,27.21,"suck"
101.52,29.50,"suck"
20.98,15.98,"nope"
26.39,13.57,"nope"
24.69,14.54,"nope"
17.72,16.57,"nope"
84.69,24.14,"suck"
129.44,28.69,"suck"
142.75,27.13,"suck"
153.96,29.70,"suck"
105.71,24.11,"suck"
106.31,27.30,"suck"
113.91,29.28,"suck"
151.37,23.71,"suck"
129.43,24.72,"suck"
143.56,25.12,"suck"
139.01,25.76,"suck"
173.14,27.53,"suck"
205.68,25.58,"suck"
276.68,26.13,"suck"
301.87,28.98,"suck"
280.74,29.46,"suck"
341.70,28.59,"suck"
353.21,32.73,"suck"
300.84,34.72,"suck"
40.36,29.04,"nope"
27.71,17.99,"nope"
46.39,10.25,"nope"
41.48,12.91,"nope"
38.41,12.46,"nope"
22.49,14.55,"nope"
20.98,15.93,"nope"
23.84,14.23,"nope"
22.70,16.08,"nope"
23.74,15.61,"nope"
40.40,16.25,"nope"
23.53,15.36,"nope"
27.94,15.37,"nope"
26.01,15.23,"nope"
26.54,15.85,"nope"
35.32,12.99,"nope"
30.34,14.44,"nope"
24.96,16.77,"nope"
26.78,17.47,"nope"
26.17,15.51,"nope"
25.22,14.89,"nope"
33.97,11.79,"nope"
27.91,14.05,"nope"
23.83,15.98,"nope"
30.58,11.00,"nope"
28.79,12.51,"nope"
42.86,11.91,"nope"
30.85,15.00,"nope"
26.31,16.22,"nope"
34.89,11.91,"nope"
31.63,11.59,"nope"
51.93,9.33,"nope"
66.37,7.86,"nope"
65.74,8.02,"nope"
53.55,9.30,"nope"
46.70,10.36,"nope"
28.09,11.87,"nope"
21.77,15.13,"nope"
22.08,13.89,"nope"
25.07,11.61,"nope"
45.75,9.58,"nope"
40.67,10.60,"nope"
43.20,9.05,"nope"
22.94,13.89,"nope"
25.73,11.92,"nope"
24.13,14.81,"nope"
20.13,15.61,"nope"
18.73,16.34,"nope"
18.20,16.65,"nope"
14.61,15.16,"nope"
8.31,23.45,"nope"
6.70,26.84,"nope"
6.95,25.84,"nope"
8.30,24.33,"nope"
6.39,29.72,"nope"
7.26,28.51,"nope"
8.03,26.44,"nope"
7.42,29.79,"nope"
7.19,28.69,"nope"
6.67,26.17,"nope"
7.11,29.91,"nope"
7.52,27.10,"nope"
7.16,27.61,"nope"
7.75,27.70,"nope"
8.47,28.63,"nope"
6.94,27.16,"nope"
8.64,26.36,"nope"
9.67,26.92,"nope"
10.83,26.29,"nope"
8.46,29.18,"nope"
17.92,22.53,"nope"
19.65,22.84,"nope"
12.31,23.99,"nope"
26.89,15.93,"nope"
27.36,18.32,"nope"
17.82,24.11,"nope"
9.09,25.46,"nope"
7.51,26.59,"nope"
21.49,16.30,"nope"
23.01,12.36,"nope"
25.92,12.06,"nope"
25.22,10.85,"nope"
27.46,11.78,"nope"
32.94,11.65,"nope"
27.92,14.80,"nope"
25.64,16.27,"nope"
22.04,14.89,"nope"
20.07,15.03,"nope"
24.39,14.65,"nope"
24.99,13.50,"nope"
25.48,13.44,"nope"
23.75,13.53,"nope"
26.38,13.07,"nope"
27.67,12.89,"nope"
21.86,13.44,"nope"
21.92,13.58,"nope"
20.73,14.61,"nope"
15.98,17.59,"nope"
11.66,22.97,"nope"
12.85,22.83,"nope"
29.94,11.47,"nope"
23.22,18.59,"nope"
24.69,15.25,"nope"
18.46,16.25,"nope"
21.79,14.81,"nope"
25.99,17.62,"nope"
22.79,19.53,"nope"
20.77,17.42,"nope"
29.90,15.99,"nope"
36.38,11.53,"nope"
35.14,12.43,"nope"
40.57,13.41,"nope"
36.04,12.53,"nope"
32.12,12.35,"nope"
26.26,13.51,"nope"
32.76,13.85,"nope"
31.67,13.09,"nope"
24.94,14.07,"nope"
29.92,12.13,"nope"
41.29,12.43,"nope"
29.31,9.88,"nope"
39.77,13.12,"nope"
38.39,9.93,"nope"
40.39,11.59,"nope"
40.11,11.92,"nope"
32.05,11.89,"nope"
25.90,11.57,"nope"
20.76,13.63,"nope"
26.39,12.66,"nope"
19.74,15.23,"nope"
20.26,12.65,"nope"
15.66,14.47,"nope"
14.85,16.22,"nope"
19.93,13.24,"nope"
14.76,16.85,"nope"
36.43,22.52,"suck"
88.41,28.48,"suck"
123.26,32.11,"suck"
141.30,31.20,"suck"
169.29,28.80,"suck"
227.15,30.19,"suck"
173.18,30.95,"suck"
183.80,31.13,"suck"
186.98,30.71,"suck"
221.27,30.27,"suck"
231.17,28.26,"suck"
177.82,31.87,"suck"
212.89,29.21,"suck"
204.17,31.47,"suck"
184.37,32.11,"suck"
203.75,30.02,"suck"
108.53,31.86,"suck"
31.09,15.35,"nope"
26.83,11.52,"nope"
27.86,12.34,"nope"
31.09,12.93,"nope"
34.90,10.14,"nope"
33.09,9.18,"nope"
34.47,9.15,"nope"
34.03,10.23,"nope"
28.88,11.17,"nope"
26.34,10.88,"nope"
25.49,12.72,"nope"
21.52,12.27,"nope"
18.17,14.23,"nope"
24.31,16.39,"nope"
18.99,17.50,"nope"
21.34,15.28,"nope"
16.33,15.75,"nope"
28.25,16.67,"nope"
29.39,16.53,"nope"
29.74,12.04,"nope"
30.27,12.60,"nope"
31.19,10.95,"nope"
31.31,10.55,"nope"
26.74,10.56,"nope"
29.28,11.44,"nope"
27.06,11.86,"nope"
25.62,12.58,"nope"
25.43,11.66,"nope"
21.59,13.72,"nope"
18.45,14.99,"nope"
9.88,20.73,"nope"
7.87,24.74,"nope"
8.11,26.95,"nope"
7.40,28.07,"nope"
7.84,24.06,"nope"
7.35,26.37,"nope"
6.49,28.30,"nope"
9.09,23.97,"nope"
7.76,28.83,"nope"
8.76,24.73,"nope"
7.97,26.62,"nope"
8.53,27.72,"nope"
8.94,24.31,"nope"
8.33,26.52,"nope"
7.74,24.05,"nope"
9.27,25.82,"nope"
7.93,24.30,"nope"
6.75,27.74,"nope"
7.84,26.63,"nope"
8.29,27.55,"nope"
7.25,26.68,"nope"
7.50,26.35,"nope"
9.06,26.02,"nope"
7.31,27.04,"nope"
8.35,25.84,"nope"
16.11,18.03,"nope"
11.73,20.35,"nope"
7.59,25.76,"nope"
7.59,27.11,"nope"
8.33,25.27,"nope"
6.85,28.56,"nope"
8.09,26.85,"nope"
6.91,25.46,"nope"
6.57,28.35,"nope"
7.50,29.69,"nope"
7.76,21.74,"nope"
6.89,27.90,"nope"
9.61,29.49,"nope"
8.31,24.02,"nope"
7.29,26.76,"nope"
8.61,26.84,"nope"
8.04,27.27,"nope"
10.12,24.07,"nope"
9.36,26.03,"nope"
18.62,14.87,"nope"
15.70,19.99,"nope"
12.09,17.08,"nope"
13.59,18.27,"nope"
13.27,18.77,"nope"
10.58,25.30,"nope"
8.93,25.67,"nope"
8.42,24.41,"nope"
8.88,23.60,"nope"
7.61,25.53,"nope"
7.68,24.10,"nope"
10.58,28.26,"nope"
13.35,21.10,"nope"
13.95,21.08,"nope"
11.25,23.58,"nope"
21.85,16.13,"nope"
11.74,21.04,"nope"
15.86,17.95,"nope"
15.04,19.35,"nope"
14.50,20.33,"nope"
14.07,22.60,"nope"
14.64,17.67,"nope"
9.03,23.74,"nope"
11.68,21.80,"nope"
13.52,18.61,"nope"
11.46,22.69,"nope"
19.66,18.50,"nope"
12.50,17.88,"nope"
16.37,19.03,"nope"
11.82,24.17,"nope"
14.33,16.02,"nope"
8.61,24.52,"nope"
15.65,18.97,"nope"
10.22,18.84,"nope"
13.94,20.52,"nope"
8.81,24.47,"nope"
9.16,27.59,"nope"
8.24,25.00,"nope"
7.12,28.44,"nope"
7.00,25.65,"nope"
7.50,29.09,"nope"
7.84,25.31,"nope"
18.02,15.77,"nope"
20.88,11.93,"nope"
17.69,15.55,"nope"
31.90,9.55,"nope"
31.12,12.06,"nope"
19.53,15.56,"nope"
18.08,16.46,"nope"
17.83,18.72,"nope"
14.37,18.98,"nope"
10.84,22.43,"nope"
11.67,22.22,"nope"
7.67,22.05,"nope"
7.34,26.30,"nope"
9.23,22.10,"nope"
7.71,26.66,"nope"
6.90,26.86,"nope"
7.00,28.15,"nope"
7.54,27.68,"nope"
7.76,27.17,"nope"
6.53,27.83,"nope"
7.93,25.50,"nope"
8.15,24.87,"nope"
9.28,29.16,"nope"
7.01,27.40,"nope"
15.21,18.89,"nope"
10.53,22.98,"nope"
10.41,21.16,"nope"
11.34,18.85,"nope"
11.08,22.85,"nope"
9.41,18.40,"nope"
11.13,19.55,"nope"
10.08,22.52,"nope"
9.51,21.96,"nope"
10.91,18.87,"nope"
8.73,23.41,"nope"
12.21,19.14,"nope"
9.52,21.82,"nope"
10.37,21.15,"nope"
9.39,23.31,"nope"
9.19,20.96,"nope"
10.96,21.44,"nope"
10.11,21.34,"nope"
8.64,22.62,"nope"
7.58,24.90,"nope"
7.80,28.13,"nope"
7.35,24.87,"nope"
6.87,26.84,"nope"
7.42,30.23,"nope"
8.19,26.37,"nope"
7.42,25.71,"nope"
7.00,25.26,"nope"
8.50,26.54,"nope"
6.33,27.24,"nope"
7.48,29.55,"nope"
8.32,23.67,"nope"
7.12,27.90,"nope"
6.64,24.93,"nope"
7.77,25.80,"nope"
8.86,28.55,"nope"
7.45,25.37,"nope"
7.58,26.35,"nope"
8.94,25.85,"nope"
7.22,28.32,"nope"
8.08,28.76,"nope"
7.83,29.98,"nope"
8.09,29.48,"nope"
8.14,24.21,"nope"
8.09,25.85,"nope"
8.33,25.02,"nope"
6.95,25.33,"nope"
7.61,27.55,"nope"
6.48,28.24,"nope"
8.55,22.97,"nope"
8.28,26.11,"nope"
6.84,26.19,"nope"
11.90,21.59,"nope"
9.69,24.54,"nope"
8.34,24.68,"nope"
8.24,26.58,"nope"
6.94,25.41,"nope"
8.46,28.17,"nope"
6.53,26.89,"nope"
8.04,29.23,"nope"
6.89,25.68,"nope"
8.73,24.84,"nope"
7.95,26.32,"nope"
7.58,26.82,"nope"
8.04,27.17,"nope"
9.69,22.24,"nope"
9.87,23.37,"nope"
8.53,24.57,"nope"
9.96,27.14,"nope"
9.08,24.71,"nope"
8.28,24.09,"nope"
8.73,24.02,"nope"
9.09,26.59,"nope"
7.76,24.64,"nope"
7.06,30.33,"nope"
8.05,28.88,"nope"
6.57,25.80,"nope"
7.40,25.84,"nope"
16.59,28.68,"suck"
82.79,31.26,"suck"
79.87,32.70,"suck"
115.37,33.42,"suck"
120.89,30.28,"suck"
97.82,29.73,"suck"
122.15,32.57,"suck"
94.68,29.51,"suck"
108.11,30.89,"suck"
108.48,31.81,"suck"
94.34,31.83,"suck"
87.86,32.33,"suck"
86.01,32.91,"suck"
94.48,30.52,"suck"
81.97,34.42,"suck"
82.12,32.37,"suck"
84.58,32.74,"suck"
86.11,33.20,"suck"
75.37,31.74,"suck"
79.20,36.28,"suck"
85.74,32.26,"suck"
83.57,30.43,"suck"
74.00,29.98,"suck"
16.26,18.99,"nope"
17.29,15.91,"nope"
14.65,18.11,"nope"
8.20,24.58,"nope"
9.52,24.82,"nope"
6.37,27.13,"nope"
8.04,27.65,"nope"
6.95,28.90,"nope"
8.36,26.16,"nope"
6.65,27.36,"nope"
7.47,28.02,"nope"
14.72,15.87,"nope"
16.55,16.18,"nope"
12.77,19.65,"nope"
15.76,16.78,"nope"
13.45,20.11,"nope"
15.74,20.24,"nope"
10.68,22.03,"nope"
7.81,25.89,"nope"
7.35,26.80,"nope"
8.74,29.22,"nope"
7.30,27.34,"nope"
6.68,28.42,"nope"
8.33,25.68,"nope"
8.61,26.14,"nope"
